Order Number,Order Date,Net Amount,Line Number,Part Description,Unit Cost,Order Quantity,Line Cost,Vendor ID,Vendor Name,Location Name
TSF/06574     ,05/03/2024,9137.72,1,MOBILE SERVICES               (ICT)                         ,"9,137.72",1,9137.72,22499       ,Telefonica UK Ltd             ,ICT - SERVICE MANAGEMENT                                    
TSF/06733     ,18/03/2024,7347,1,HARDWARE PURCHASE             (ICT)                         ,146.74,50,7337,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/06733     ,18/03/2024,7347,2,HARDWARE PURCHASE             (ICT)                         ,10.00,1,10,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/06734     ,18/03/2024,7000,1,HARDWARE SUPPORT              (ICT)                         ,"7,000.00",1,7000,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/06827     ,25/03/2024,9652.8,1,NETWORK SERVICES              (ICT)                         ,742.80,1,742.8,1744        ,BRITISH TELECOM               ,ICT - SERVICE MANAGEMENT                                    
TSF/06827     ,25/03/2024,9652.8,2,NETWORK SERVICES              (ICT)                         ,"8,910.00",1,8910,1744        ,BRITISH TELECOM               ,ICT - SERVICE MANAGEMENT                                    
TSF/06020     ,07/02/2024,8683.38,1,MOBILE SERVICES               (ICT)                         ,"8,683.38",1,8683.38,22499       ,Telefonica UK Ltd             ,ICT - SERVICE MANAGEMENT                                    
TSF/06504     ,28/02/2024,7735.73,1,PAGING SERVICES               (ICT)                         ,"5,504.27",1,5504.27,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
TSF/06504     ,28/02/2024,7735.73,2,PAGING SERVICES               (ICT)                         ,"2,231.46",1,2231.46,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
TSF/06506     ,28/02/2024,7375,1,MOBILE SERVICES               (ICT)                         ,"7,375.00",1,7375,5090        ,VODAFONE LIMITED              ,ICT - SERVICE MANAGEMENT                                    
TSF/06522     ,29/02/2024,9835.36,1,HARDWARE PURCHASE             (ICT)                         ,"2,452.59",4,9810.36,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/06522     ,29/02/2024,9835.36,2,HARDWARE PURCHASE             (ICT)                         ,25.00,1,25,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/05458     ,08/01/2024,7347,1,HARDWARE PURCHASE             (ICT)                         ,146.74,50,7337,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/05458     ,08/01/2024,7347,2,HARDWARE PURCHASE             (ICT)                         ,10.00,1,10,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - SERVICE MANAGEMENT                                    
TSF/05670     ,18/01/2024,7941.68,1,MOBILE SERVICES               (ICT)                         ,"7,941.68",1,7941.68,22499       ,Telefonica UK Ltd             ,ICT - SERVICE MANAGEMENT                                    
TSF/05672     ,18/01/2024,7941.68,1,MOBILE SERVICES               (ICT)                         ,"7,941.68",1,7941.68,22499       ,Telefonica UK Ltd             ,ICT - SERVICE MANAGEMENT                                    
TSF/06018     ,07/02/2024,5980,1,HARDWARE PURCHASE             (ICT)                         ,299.00,20,5980,21948       ,Vodafone Limited              ,ICT - SERVICE MANAGEMENT                                    
TSF/06019     ,07/02/2024,7375,1,HARDWARE PURCHASE             (ICT)                         ,"7,375.00",1,7375,21948       ,Vodafone Limited              ,ICT - SERVICE MANAGEMENT                                    
ITS/14938     ,24/02/2024,7800,1,SOFTWARE SUPPORT              (ICT)                         ,"7,800.00",1,7800,8053        ,Verisk Specialty Business     ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
ITS/14946     ,28/03/2024,5838,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"5,838.00",1,5838,8053        ,Verisk Specialty Business     ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
TSF/05472     ,09/01/2024,6451.41,1,SOFTWARE SUPPORT              (ICT)                         ,"6,451.41",1,6451.41,9074        ,NEC Software Solutions        ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
TSF/06446     ,22/02/2024,9925.56,1,SOFTWARE SUPPORT              (ICT)                         ,"9,925.56",1,9925.56,14690       ,CARDINUS RISK MANAGEMENT LTD  ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
TSF/06572     ,05/03/2024,9270,1,SOFTWARE SUPPORT              (ICT)                         ,"9,270.00",1,9270,21230       ,SKILLSET LTD                  ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
TSF/05819     ,31/01/2024,6267.53,1,HARDWARE PURCHASE             (ICT)                         ,"6,267.53",1,6267.53,9074        ,NEC Software Solutions        ,ICT - TECHNICAL PROJECTS                                    
TSF/05552     ,15/01/2024,5760,1,SOFTWARE LICENCES             (ICT)                         ,0.96,"6,000",5760,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/05787     ,30/01/2024,7362.64,1,SOFTWARE LICENCES             (ICT)                         ,64.57,30,1937.1,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/05787     ,30/01/2024,7362.64,2,SOFTWARE LICENCES             (ICT)                         ,326.42,3,979.26,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/05787     ,30/01/2024,7362.64,3,SOFTWARE LICENCES             (ICT)                         ,108.06,3,324.18,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/05787     ,30/01/2024,7362.64,4,SOFTWARE LICENCES             (ICT)                         ,108.25,6,649.5,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/05787     ,30/01/2024,7362.64,5,SOFTWARE LICENCES             (ICT)                         ,173.63,20,3472.6,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/06444     ,22/02/2024,5580,1,SOFTWARE LICENCES             (ICT)                         ,"5,580.00",1,5580,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/06500     ,28/02/2024,5580,1,SOFTWARE LICENCES             (ICT)                         ,"5,580.00",1,5580,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/06501     ,28/02/2024,5580,1,SOFTWARE LICENCES             (ICT)                         ,"5,580.00",1,5580,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/06548     ,04/03/2024,7026.73,1,SOFTWARE LICENCES             (ICT)                         ,13.87,495,6865.65,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/06548     ,04/03/2024,7026.73,2,SOFTWARE LICENCES             (ICT)                         ,80.54,2,161.08,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/05664     ,18/01/2024,7194.2,1,HARDWARE PURCHASE             (ICT)                         ,"7,194.20",1,7194.2,18395       ,INTUITIVE SYSTEMS AND NETWORKS,ICT - NETWORK GROUP                                         
TSF/06434     ,22/02/2024,6750,1,NETWORK SERVICES              (ICT)                         ,450.00,15,6750,22609       ,NostraSky LTD                 ,ICT - NETWORK GROUP                                         
TSF/05659     ,18/01/2024,5250,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"5,250.00",1,5250,16191       ,CADCORP                       ,ICT - ENTERPRISE APPLICATION DELIVERY                       
TSF/05790     ,30/01/2024,6592.94,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"6,592.94",1,6592.94,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/06016     ,07/02/2024,7137.44,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"7,137.44",1,7137.44,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/06568     ,05/03/2024,6451.3,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"6,451.30",1,6451.3,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/05695     ,22/01/2024,8207.2,1,SOFTWARE SUPPORT              (ICT)                         ,"8,207.20",1,8207.2,10026       ,PHOENIX SOFTWARE LTD          ,ICT - DOCUMENT MANAGEMENT                                   
TSF/05852     ,01/02/2024,8962.26,1,SOFTWARE LICENCES             (ICT)                         ,"3,880.80",1,3880.8,10026       ,PHOENIX SOFTWARE LTD          ,ICT - DOCUMENT MANAGEMENT                                   
TSF/05852     ,01/02/2024,8962.26,2,HARDWARE SUPPORT              (ICT)                         ,"4,213.18",1,4213.18,10026       ,PHOENIX SOFTWARE LTD          ,ICT - DOCUMENT MANAGEMENT                                   
TSF/05852     ,01/02/2024,8962.26,3,HARDWARE SUPPORT              (ICT)                         ,868.28,1,868.28,10026       ,PHOENIX SOFTWARE LTD          ,ICT - DOCUMENT MANAGEMENT                                   
TSF/05809     ,30/01/2024,5500,1,GOVERNMENT ACTUARY DEPARTMENT - SERVICES (5215)             ,"5,500.00",1,5500,21058       ,GOVERNMENT ACTUARY'S DEPT     ,FINANCE PENSION ACCOUNT MANAGEMENT                          
TSF/05710     ,23/01/2024,8456,1,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,10,1898,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/05710     ,23/01/2024,8456,2,STROBE & VIBRATING PAD PACK                                 ,389.40,10,3894,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/05710     ,23/01/2024,8456,3,"SMOKE ALARM, THERMOTEK ST-750                               ",133.20,20,2664,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/06116     ,13/02/2024,7258.4,1,"SMOKE ALARM, THERMOTEK ST-750                               ",133.20,20,2664,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/06116     ,13/02/2024,7258.4,2,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,16,3036.8,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/06116     ,13/02/2024,7258.4,3,STROBE & VIBRATING PAD PACK                                 ,389.40,4,1557.6,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/06872     ,28/03/2024,8406.01,1,HARDWARE PURCHASE             (ICT)                         ,"8,406.01",1,8406.01,11543       ,SPECIALIST COMPUTER CENTRE    ,(NW) AREA CS TEAM - WEMBLEY                                 
TSF/05456     ,08/01/2024,9490,1,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,50,9490,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NE) CFS TEAM - STRATFORD REAR BUILDING                     
TSF/06117     ,13/02/2024,7788,1,STROBE & VIBRATING PAD PACK                                 ,389.40,20,7788,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NE) CFS TEAM - STRATFORD REAR BUILDING                     
TSF/05878     ,02/02/2024,6776.22,1,"OPERATIONAL EQUIPMENT, FIRE - EQUIPMENT & SUPPLIES          ","1,129.37",6,6776.22,14924       ,BABCOCK CRITICAL SERVICES LTD ,FLEET OPERATIONAL EQUIPMENT - CAPITAL                       
TSF/05703     ,22/01/2024,8890,1,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/05703     ,22/01/2024,8890,2,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/05703     ,22/01/2024,8890,3,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/05703     ,22/01/2024,8890,4,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/05703     ,22/01/2024,8890,5,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/05703     ,22/01/2024,8890,6,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/05703     ,22/01/2024,8890,7,CONFERENCE SPEAKERS FEES                                    ,"1,270.00",1,1270,22625       ,Forensic Outcomes Ltd         ,FIRE STATION & AREA MANAGEMENT                              
TSF/06189     ,16/02/2024,6440,1,CONFERENCE SPEAKERS FEES                                    ,"6,440.00",1,6440,22209       ,American Chemistry Council -  ,FIRE STATION & AREA MANAGEMENT                              
TSF/06621     ,07/03/2024,7600,1,HVO - PILOT FUEL H31/E21 ONLY .                             ,1.90,"4,000",7600,22470       ,WFL (UK) Limited              ,LEWISHAM FIRE STATION (E21) GREEN WATCH                     
WKS/00002     ,09/01/2024,5420,1,PLUMSTEAD FIRE STATION REFURBISHMENT AND EXTENSION PROJECT  ,1.00,"5,420",5420,22615       ,William Sugg & Co Ltd         ,PLUMSTEAD FIRE STATION (E25)                                
TSF/06630     ,07/03/2024,5000,1,"DIESEL, MARINE, FOR USE ON FIRE BOAT - THAMES MARINE SERVICE",1.00,"5,000",5000,21989       ,Thames Marine Services Ltd    ,LAMBETH RIVER STATION (E45)                                 
WFM/00005     ,12/01/2024,5635,1,BABCOCK CRITICAL SERVICES LTD                               ,1.00,"5,635",5635,14924       ,BABCOCK CRITICAL SERVICES LTD ,LAMBETH RIVER STATION (E45)                                 
TSR/13579     ,28/02/2024,5033.6,1,"MATTRESS COVER, FITTED , FLAME RETARDANT, SINGLE BED, CFS   ",16.70,1,16.7,13055       ,THOMAS KNEALE & CO LTD        ,LAMBETH RIVER STATION (E45) WHITE WATCH                     
WFL/00079     ,20/02/2024,5172.7,1,KINGSTON REDECORATIONS                                      ,1.00,"5,173",5172.7,19094       ,B NOKES CONTRACTS LTD         ,KINGSTON FIRE STATION (E55)                                 
TSF/06682     ,13/03/2024,5700,1,HVO - PILOT FUEL H31/E21 ONLY .                             ,1.90,"3,000",5700,22470       ,WFL (UK) Limited              ,CROYDON FIRE STATION (E61) RED WATCH                        
WLD/00005     ,12/01/2024,7285.71,1,EDGE PROTECTION WORKS                                       ,1.00,"7,286",7285.71,22473       ,ABM Technical Solutions Ltd   ,STRATFORD FIRE STATION (F21)                                
WGX/00030     ,05/03/2024,8400,1,POPLAR DECARBONISATION PROJECT                              ,1.00,"8,400",8400,17096       ,FRANKHAM CONSULTANCY GROUP LTD,POPLAR FIRE STATION (F22)                                   
TSF/05906     ,05/02/2024,5324,1,"CHAIR, OPERATORS, DASH, OFFICE, HIGH BACK, STATION USE      ",293.00,8,2344,19325       ,HUNTERS CONTRACTS LIMITED     ,SHOREDITCH FIRE STATION (F24)                               
TSF/05906     ,05/02/2024,5324,2,"CHAIR, STACKING, KYOS KS2,    FABRIC COVER, BLACK FRAME,    ",127.00,12,1524,19325       ,HUNTERS CONTRACTS LIMITED     ,SHOREDITCH FIRE STATION (F24)                               
TSF/05906     ,05/02/2024,5324,3,"CHAIR, MESS, STACKING, VINYL  COVER, GREY FRAME             ",104.00,14,1456,19325       ,HUNTERS CONTRACTS LIMITED     ,SHOREDITCH FIRE STATION (F24)                               
WKW/00004     ,26/01/2024,5185.72,1,EDGE PROTECTION WORKS                                       ,1.00,"5,186",5185.72,22473       ,ABM Technical Solutions Ltd   ,WALTHAMSTOW FIRE STATION (F36)                              
WFL/00069     ,12/01/2024,6992,1,BARKING TRAINING CENTRE                                     ,1.00,"6,992",6992,19094       ,B NOKES CONTRACTS LTD         ,BARKING FIRE STATION (F43)                                  
WFL/00070     ,12/01/2024,5992.5,1,BARKING TRAINING CENTRE                                     ,1.00,"5,993",5992.5,19094       ,B NOKES CONTRACTS LTD         ,BARKING FIRE STATION (F43)                                  
WFL/00071     ,16/01/2024,9027.5,1,BARKING TRAINING CENTRE                                     ,1.00,"9,028",9027.5,19094       ,B NOKES CONTRACTS LTD         ,BARKING FIRE STATION (F43)                                  
WFL/00081     ,04/03/2024,8204.5,1,ESTATE WIDE REDECORATION NORTH                              ,1.00,"7,495",7494.66,19094       ,B NOKES CONTRACTS LTD         ,EAST HAM FIRE STATION (F44)                                 
WFL/00081     ,04/03/2024,8204.5,2,ESTATE WIDE REDECORATION NORTH                              ,1.00,710,709.84,19094       ,B NOKES CONTRACTS LTD         ,EAST HAM FIRE STATION (F44)                                 
WKW/00003     ,26/01/2024,7369.05,1,EDGE PROTECTION WORKS                                       ,1.00,"7,369",7369.05,22473       ,ABM Technical Solutions Ltd   ,EAST HAM FIRE STATION (F44)                                 
TSF/05971     ,05/02/2024,5385,1,"CHAIR, EASY, FOR STATION LOUNGE, BLACK FRAME WITH TEAK ARMS ",359.00,15,5385,19325       ,HUNTERS CONTRACTS LIMITED     ,ISLINGTON FIRE STATION (F50)                                
WLD/00006     ,12/01/2024,6130.17,1,EDGE PROTECTION WORKS                                       ,1.00,"6,130",6130.17,22473       ,ABM Technical Solutions Ltd   ,TOTTENHAM FIRE STATION (F53)                                
WFL/00087     ,25/03/2024,7900.73,1,ESTATE WIDE REDECORATION SOUTH                              ,1.00,"2,324",2324.19,19094       ,B NOKES CONTRACTS LTD         ,ENFIELD FIRE STATION (F55)                                  
WFL/00087     ,25/03/2024,7900.73,2,ESTATE WIDE REDECORATION SOUTH                              ,1.00,943,942.83,19094       ,B NOKES CONTRACTS LTD         ,ENFIELD FIRE STATION (F55)                                  
WFL/00087     ,25/03/2024,7900.73,3,ESTATE WIDE REDECORATION SOUTH                              ,1.00,"4,634",4633.71,19094       ,B NOKES CONTRACTS LTD         ,ENFIELD FIRE STATION (F55)                                  
TSF/05880     ,05/02/2024,5400,1,"DERV, ULTRA LOW SULPHUR DIESEL, ROAD USE - FOR STATION USE  ",1.35,"4,000",5400,18120       ,CERTAS ENERGY UK LTD          ,STANMORE FIRE STATION (G22) BLUE WATCH                      
QAH/00024     ,29/01/2024,9880,1,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,2,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,3,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,4,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,5,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,6,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00025     ,05/02/2024,6690.34,2,* QUOTE * - REMEDIALS FOLLOWIN                              ,"2,480.00",1,2480,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00025     ,05/02/2024,6690.34,3,* QUOTE * - FOLLOWING WORK TO                               ,376.40,1,376.4,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00025     ,05/02/2024,6690.34,4,ISSUE: MICE HAVE BEEN SPOTTED                               ,299.57,1,299.57,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00025     ,05/02/2024,6690.34,5,* QUOTE * - DEAD FOX IN GARAGE                              ,348.19,1,348.19,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00025     ,05/02/2024,6690.34,6,* QUOTE * - LARGE WEED TO BE R                              ,239.04,1,239.04,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QUF/01257     ,26/02/2024,7532.86,1,725669 . QLFB00066151 REACTIVE                              ,"7,532.86",1,7532.86,22469       ,Bellrock (South) Property & FM,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QUF/01286     ,04/03/2024,5337.43,1,681475 . QLFB00055541 EXTERNAL                              ,"5,337.43",1,5337.43,22469       ,Bellrock (South) Property & FM,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QUG/00011     ,02/01/2024,7305.89,1,683429 . QLFB00057151 EXTERNAL                              ,"7,305.89",1,7305.89,22469       ,Bellrock (South) Property & FM,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QUG/00012     ,02/01/2024,6048.25,1,702834 . QLFB00061111 EXTERNAL                              ,"6,048.25",1,6048.25,22469       ,Bellrock (South) Property & FM,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QUG/00014     ,08/01/2024,6881.51,1,QUOTED WORKS                                                ,"6,881.51",1,6881.51,22469       ,Bellrock (South) Property & FM,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00025     ,05/02/2024,6690.34,1,* QUOTE * - REMEDIALS FOLLOWIN                              ,"2,947.14",1,2947.14,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00018     ,08/01/2024,6191.04,1,ATTENDANCE                                                  ,"6,191.04",1,6191.04,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00019     ,15/01/2024,8040.03,1,ATTENDANCE                                                  ,"8,040.03",1,8040.03,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00020     ,15/01/2024,5331.96,1,ATTENDANCE                                                  ,"5,331.96",1,5331.96,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00021     ,26/02/2024,5692.98,1,QUOTED WORKS - APPROVED                                     ,"5,692.98",1,5692.98,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QEF/00078     ,18/03/2024,9342.35,1,SCOPE  PROCURE  ARRANGE AND MA                              ,"9,342.35",1,9342.35,22115       ,Tersus Consultancy Ltd        ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QEF/00081     ,25/03/2024,9690.89,1,SCOPE  PROCURE ARRANGE AND MAN                              ,"9,690.89",1,9690.89,22115       ,Tersus Consultancy Ltd        ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00024     ,29/01/2024,9880,97,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBG/00543     ,11/03/2024,8468,1,QUOTED WORKS - APPROVED                                     ,"8,468.00",1,8468,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00014     ,08/01/2024,7313.35,1,ATTENDANCE                                                  ,"7,313.35",1,7313.35,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBH/00015     ,08/01/2024,6635.14,1,ATTENDANCE                                                  ,"6,635.14",1,6635.14,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
